brand,brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Maruti Swift Dzire ZXI,Maruti,2017,2.5941143287542214,70000,True,True,True,1,20.85,1197.0,0.0,5.0
Hyundai Verna CRDi,Hyundai,2008,2.4591825218108685,120000,False,True,True,2,16.8,1493.0,0.0,5.0
Mahindra TUV 300 T8,Mahindra,2016,2.6027489291060784,65100,False,True,True,2,18.49,1493.0,0.0,7.0
Maruti Ignis 1.2 AMT Delta BSIV,Maruti,2019,2.578029100497648,20000,True,True,False,1,20.89,1197.0,0.0,5.0
Hyundai i20 Active 1.4 SX,Hyundai,2015,2.5881162238935986,108000,False,True,True,1,21.19,1396.0,0.0,5.0
Maruti Swift LXI,Maruti,2019,2.5743179027663876,15000,True,True,True,1,21.21,1197.0,0.0,5.0
Hyundai Santro Xing GLS,Hyundai,2009,2.478082633484265,77000,True,True,True,1,17.92,1086.0,0.0,5.0
Maruti Wagon R VXI BS IV,Maruti,2015,2.559079084122864,18500,True,True,True,1,20.51,998.0,0.0,5.0
Mahindra TUV 300 T8,Mahindra,2016,2.5911797685507985,120000,False,True,True,1,18.49,1493.0,0.0,7.0
Renault KWID RXT,Renault,2015,2.5319203323418096,15200,True,True,True,1,25.17,799.0,0.0,5.0
Honda Mobilio V i VTEC,Honda,2015,2.5743179027663876,35000,True,True,True,1,17.3,1497.0,0.0,7.0
Hyundai Verna 1.6 SX,Hyundai,2011,2.570401397507102,80000,False,True,True,1,22.32,1582.0,0.0,5.0
Hyundai EON Era Plus,Hyundai,2013,2.4977224546738777,70000,True,True,True,1,21.1,814.0,0.0,5.0
Mahindra XUV500 W6 2WD,Mahindra,2014,2.6047489330351623,80000,False,True,True,2,15.1,2179.0,0.0,7.0
Nissan Terrano XV 110 PS,Nissan,2014,2.578029100497648,120000,False,True,True,2,19.01,1461.0,0.0,5.0
Chevrolet Cruze LTZ,Chevrolet,2012,2.57355171558842,82000,False,True,True,3,17.3,1998.0,0.0,5.0
Hyundai i20 Sportz 1.4 CRDi,Hyundai,2015,2.5815548399062984,60000,False,True,True,1,22.54,1396.0,0.0,5.0
Mahindra XUV500 W8 4WD,Mahindra,2012,2.587487055859514,129000,False,True,True,3,15.1,2179.0,0.0,7.0
Fiat Grande Punto EVO 1.3 Dynamic,Fiat,2015,2.5815548399062984,67000,False,True,True,1,21.2,1248.0,0.0,5.0
Toyota Fortuner 2.5 4x2 MT TRD Sportivo,Toyota,2015,2.6747455566574194,120000,False,True,True,1,13.0,2494.0,0.0,7.0
Tata Safari DICOR 2.2 EX 4x2,Tata,2010,2.5571668309410573,120000,False,True,True,4,13.93,2179.0,0.0,7.0
Fiat Avventura Power Up 1.3 Emotion,Fiat,2015,2.5743179027663876,96500,False,True,True,1,20.5,1248.0,0.0,5.0
Maruti Wagon R LXI BSIII,Maruti,2017,2.544487660297609,52412,True,False,True,1,18.9,998.0,0.0,5.0
Mahindra Scorpio SLE BS IV,Mahindra,2012,2.571202181814284,85472,False,False,True,1,12.05,2179.0,0.0,8.0
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,Ford,2013,2.571202181814284,87452,False,False,True,2,22.77,1498.0,0.0,5.0
Ford EcoSport 1.5 Diesel Ambiente BSIV,Ford,2018,2.6047489330351623,17000,False,True,True,1,23.0,1498.0,0.0,5.0
Maruti Wagon R LXI Minor,Maruti,2008,2.443470357682056,66530,True,True,True,2,18.9,1061.0,0.0,5.0
Hyundai i20 Magna,Hyundai,2013,2.5319203323418096,40000,True,True,True,1,18.5,1197.0,0.0,5.0
Fiat Avventura Power Up 1.3 Emotion,Fiat,2015,2.561855688375752,96500,False,True,True,1,20.5,1248.0,0.0,5.0
Honda City V MT,Honda,2010,2.5305366241667904,79000,True,True,True,1,16.8,1497.0,0.0,5.0
Mahindra TUV 300 mHAWK100 T8,Mahindra,2016,2.5911797685507985,50000,False,True,True,1,18.49,1493.0,0.0,7.0
Fiat Grande Punto Active (Diesel),Fiat,2012,2.4885295554686895,60000,False,True,True,2,20.3,1248.0,0.0,5.0
Tata Zest Revotron 1.2T XMS,Tata,2018,2.5679433014849664,35000,True,True,True,1,17.57,1193.0,0.0,5.0
Fiat Avventura MULTIJET Emotion,Fiat,2015,2.5662564153311536,120000,False,True,True,1,20.5,1248.0,0.0,5.0
Maruti Swift Dzire AMT VXI,Maruti,2019,2.5941143287542214,10000,True,True,False,1,21.21,1197.0,0.0,5.0
Hyundai i20 Active 1.2 S,Hyundai,2017,2.5881162238935986,15000,True,True,True,1,17.19,1197.0,0.0,5.0
Maruti Alto 800 LXI,Maruti,2016,2.534612089697972,5000,True,True,True,1,22.74,796.0,0.0,5.0
Maruti Alto LXi,Maruti,2009,2.478082633484265,40000,True,True,True,1,19.7,796.0,0.0,5.0
Hyundai Elite i20 Petrol Magna Exective,Hyundai,2019,2.5868521771966164,10000,True,True,True,1,18.6,1197.0,0.0,5.0
Hyundai EON Era Plus,Hyundai,2016,2.5372087016784293,25000,True,True,True,1,21.1,814.0,0.0,5.0
Tata Zest Revotron 1.2T XMS,Tata,2017,2.5571668309410573,53000,True,True,True,1,17.57,1193.0,0.0,5.0
Mahindra Scorpio LX,Mahindra,2014,2.577302290276007,110000,False,True,True,2,12.05,2179.0,0.0,9.0
Ashok Leyland Stile LE,Ashok,2013,2.534612089697972,200000,False,True,True,2,20.07,1461.0,0.0,8.0
Mahindra XUV300 W8 Option BSIV,Mahindra,2019,2.625791914476011,22000,True,True,True,1,17.0,1197.0,0.0,5.0
Maruti Wagon R VXI,Maruti,2003,2.4053350334627517,70000,True,True,True,4,18.9,998.0,0.0,5.0
Honda Amaze VX i-DTEC,Honda,2015,2.575825690814015,75000,False,True,True,2,25.8,1498.0,0.0,5.0
Maruti Wagon R VXI BSIII,Maruti,2012,2.510080283295266,70000,True,True,True,1,18.9,998.0,0.0,5.0
Volkswagen Vento 1.6 Highline,Volkswagen,2014,2.5552021627661214,64000,True,True,True,3,15.04,1598.0,0.0,5.0
Maruti Gypsy King Soft Top MPI BSIV,Maruti,2002,2.5467609805721936,60000,True,True,True,1,11.96,1298.0,0.0,8.0
Maruti Alto LXi,Maruti,2009,2.499857233887406,40000,True,True,True,1,19.7,796.0,0.0,5.0
Audi Q7 3.0 TDI Quattro,Audi,2010,2.6654993759247674,110000,False,True,False,2,12.07,2967.0,0.0,7.0
Mahindra Scorpio VLX 2WD AIRBAG BSIII,Mahindra,2013,2.5881162238935986,60000,False,True,True,1,12.05,2179.0,0.0,8.0
Hyundai i20 Sportz Option 1.4 CRDi,Hyundai,2015,2.5899704374355736,72000,False,True,True,1,22.54,1396.0,0.0,5.0
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,2013,2.5467609805721936,70000,False,True,True,2,21.9,1396.0,0.0,5.0
Chevrolet Beat Diesel LS,Chevrolet,2012,2.4722770394194904,75000,False,True,True,1,25.44,936.0,0.0,5.0
Hyundai i20 1.4 Sportz,Hyundai,2017,2.5941143287542214,32331,False,True,True,2,22.54,1396.0,0.0,5.0
Hyundai Creta 1.6 CRDi SX Plus,Hyundai,2016,2.6326670076288368,70000,False,True,True,1,19.67,1582.0,0.0,5.0
Hyundai i20 1.4 CRDi Sportz,Hyundai,2010,2.5305366241667904,80000,False,True,True,2,23.0,1396.0,0.0,5.0
Chevrolet Spark 1.0 LT,Chevrolet,2011,2.4977224546738777,20000,True,True,True,2,18.0,995.0,0.0,5.0
Nissan Sunny XL,Nissan,2012,2.5467609805721936,110000,True,True,True,1,16.95,1498.0,0.0,5.0
Hyundai Grand i10 Asta,Hyundai,2014,2.5571668309410573,40000,True,True,True,2,18.9,1197.0,0.0,5.0
Toyota Innova Crysta 2.7 ZX AT BSIV,Toyota,2016,2.6781027459965556,40000,True,True,False,1,10.75,2694.0,0.0,7.0
Hyundai i20 Sportz 1.2,Hyundai,2015,2.5636484355692946,90000,True,True,True,2,18.6,1197.0,0.0,5.0
Maruti Swift Dzire VXI,Maruti,2014,2.5662564153311536,50000,True,True,True,2,19.1,1197.0,0.0,5.0
Daewoo Matiz SD,Daewoo,2001,2.3715902894886067,137000,True,True,True,1,18.5,796.0,0.0,5.0
Hyundai i20 Asta 1.2,Hyundai,2015,2.5662564153311536,60000,True,True,True,1,18.6,1197.0,0.0,5.0
Maruti Swift VDI Optional,Maruti,2017,2.5855648807028477,30000,False,True,True,1,25.2,1248.0,0.0,5.0
Hyundai Creta 1.6 CRDi SX,Hyundai,2016,2.6181364375191847,98000,False,True,True,1,19.67,1582.0,0.0,5.0
Maruti Ertiga SHVS ZDI,Maruti,2016,2.6047489330351623,50000,False,True,True,1,24.52,1248.0,0.0,7.0
Tata Indigo CS LS (TDI) BS III,Tata,2009,2.4722770394194904,120000,False,True,True,3,19.09,1396.0,0.0,5.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2017,2.578029100497648,30000,True,True,True,1,18.9,1197.0,0.0,5.0
Tata Indigo CS LS (TDI) BS III,Tata,2009,2.4555360859122586,120000,False,True,True,3,19.09,1396.0,0.0,5.0
Tata Tiago 1.2 Revotron XZ,Tata,2016,2.5569727592721456,40000,True,True,True,1,23.84,1199.0,0.0,5.0
Hyundai Santro Xing XL eRLX Euro II,Hyundai,2006,2.478082633484265,100000,True,True,True,2,0.0,1248.0,,5.0
Tata Indica V2 Turbomax DLS BS IV,Tata,2012,2.527688832016328,90000,False,True,True,2,19.0,1405.0,0.0,5.0
Hyundai i20 1.4 CRDi Magna,Hyundai,2011,2.544487660297609,80000,False,True,True,2,21.9,1396.0,0.0,5.0
Mahindra Ssangyong Rexton RX7,Mahindra,2013,2.61395866453803,200000,False,True,False,1,11.18,2696.0,0.0,7.0
Tata Indica V2 DLS,Tata,2007,2.4119999256830145,110000,False,True,True,2,17.2,1396.0,0.0,5.0
Tata Tiago 1.2 Revotron XT,Tata,2017,2.5627577644187696,38000,True,True,True,2,23.84,1199.0,0.0,5.0
Tata Tiago 1.2 Revotron XT,Tata,2017,2.5627577644187696,35000,True,True,True,2,23.84,1199.0,0.0,5.0
Maruti Wagon R VXI BS IV,Maruti,2014,2.539716459069636,70000,True,True,True,1,20.51,998.0,0.0,5.0
Hyundai Santro Xing XG,Hyundai,2005,2.4390051244073776,125000,True,True,True,4,0.0,1248.0,,5.0
Renault Fluence Diesel E4,Renault,2012,2.5743179027663876,120000,False,True,True,2,21.8,1461.0,0.0,5.0
Renault Duster 110PS Diesel RxL,Renault,2012,2.5743179027663876,110000,False,True,True,2,19.01,1461.0,0.0,5.0
Tata Indica Vista Aura Plus 1.3 Quadrajet BS IV,Tata,2010,2.5133183736803275,140000,False,True,True,1,18.4,1248.0,0.0,5.0
Mahindra Scorpio VLS AT 2.2 mHAWK,Mahindra,2009,2.5881162238935986,155000,False,True,False,2,11.79,2179.0,0.0,8.0
Hyundai Santro Xing XL,Hyundai,2007,2.5019335857292173,120000,True,True,True,2,0.0,1248.0,,5.0
Renault Pulse RxL Optional,Renault,2017,2.5743179027663876,80000,False,True,True,2,23.08,1461.0,0.0,5.0
Mahindra Bolero SLX 2WD,Mahindra,2010,2.5384733182611328,120000,False,True,True,2,13.6,2523.0,0.0,7.0
Maruti Wagon R VXI Minor,Maruti,2011,2.524726951178634,80000,True,True,True,1,18.9,998.0,0.0,5.0
Ford Figo 1.5D Base MT,Ford,2015,2.5467609805721936,110000,False,True,True,2,25.83,1498.0,0.0,5.0
Tata Indigo CR4,Tata,2012,2.5019335857292173,230000,False,True,True,1,23.57,1396.0,0.0,5.0
Tata Indica V2 DLE BSIII,Tata,2011,2.4555360859122586,172000,False,True,True,2,17.88,1396.0,0.0,5.0
Hyundai i20 Magna 1.2,Hyundai,2014,2.561855688375752,25000,True,True,True,1,18.6,1197.0,0.0,5.0
Ford EcoSport 1.5 Diesel Trend BSIV,Ford,2019,2.6181364375191847,35000,False,True,True,1,23.0,1498.0,0.0,5.0
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Mahindra,2014,2.5815548399062984,126000,False,True,True,1,12.05,2179.0,0.0,7.0
Honda WR-V i-DTEC VX,Honda,2018,2.6181364375191847,30000,False,True,True,1,25.5,1498.0,0.0,5.0
Hyundai i10 Era,Hyundai,2011,2.4860477279175486,97000,True,True,True,3,19.81,1086.0,0.0,5.0
Hyundai Verna 1.6 CRDI AT SX Option,Hyundai,2016,2.61395866453803,120000,False,True,False,1,19.08,1582.0,0.0,5.0
Hyundai Verna 1.6 CRDi S Option,Hyundai,2016,2.61395866453803,120000,False,True,True,1,23.9,1582.0,0.0,5.0
Mahindra Thar CRDe AC,Mahindra,2014,2.5815548399062984,80000,False,True,True,2,16.55,2498.0,0.0,6.0
Maruti Swift Dzire Vdi BSIV,Maruti,2011,2.5743179027663876,60000,False,True,True,2,19.3,1248.0,0.0,5.0
Maruti Swift Dzire VXI 1.2,Maruti,2018,2.5917766579661077,15000,True,True,True,1,21.21,1197.0,0.0,5.0
Hyundai i10 Era,Hyundai,2011,2.483483061484839,60000,True,True,True,1,19.81,1086.0,0.0,5.0
Honda City i DTEC VX,Honda,2015,2.596375943163952,60000,False,True,True,1,25.1,1498.0,0.0,5.0
Maruti Swift ZDi,Maruti,2014,2.5627577644187696,90000,False,True,True,1,22.9,1248.0,0.0,5.0
Hyundai Xcent 1.2 Kappa Base,Hyundai,2015,2.552150983859205,30000,True,True,True,1,19.1,1197.0,0.0,5.0
Hyundai i20 Asta Option 1.2,Hyundai,2016,2.5941143287542214,35000,True,True,True,1,18.6,1197.0,0.0,5.0
Maruti Swift Dzire LDI,Maruti,2016,2.5743179027663876,35000,False,True,True,1,26.59,1248.0,0.0,5.0
Maruti Swift Dzire LDI,Maruti,2016,2.5743179027663876,35000,False,True,True,1,26.59,1248.0,0.0,5.0
Mahindra XUV500 W10 2WD,Mahindra,2017,2.647281642081681,25000,False,True,True,1,16.0,2179.0,0.0,7.0
Volkswagen Ameo 1.5 TDI Comfortline,Volkswagen,2018,2.5881162238935986,40000,False,True,True,1,21.66,1498.0,0.0,5.0
Hyundai Creta 1.6 CRDi SX Plus,Hyundai,2017,2.638902468679082,25000,False,True,True,1,19.67,1582.0,0.0,5.0
BMW X6 xDrive30d,BMW,2013,2.717159676750002,56000,False,False,False,1,11.2,2993.0,0.0,4.0
Maruti Swift Dzire ZXI Plus,Maruti,2018,2.609047019419734,41779,True,False,True,1,21.21,1197.0,0.0,5.0
Honda Jazz 1.2 V i VTEC,Honda,2016,2.5911797685507985,54000,True,False,True,1,18.7,1199.0,0.0,5.0
Mercedes-Benz E-Class E250 CDI Avantgarde,Mercedes-Benz,2016,2.7000329012672557,31000,False,False,False,1,13.0,2143.0,0.0,5.0
Maruti Ignis 1.3 AMT Zeta,Maruti,2017,2.5911797685507985,37000,False,True,False,1,26.8,1248.0,0.0,5.0
Chevrolet Cruze LTZ AT,Chevrolet,2011,2.5645285001361646,90000,False,True,False,2,18.1,1991.0,0.0,4.0
Toyota Corolla Altis 1.8 G,Toyota,2018,2.6498547410982294,13534,True,False,True,1,14.28,1798.0,0.0,5.0
Toyota Corolla Altis 1.8 VL AT,Toyota,2017,2.652331276422551,7000,True,False,False,2,14.53,1794.0,0.0,5.0
Mercedes-Benz GLA Class 200 CDI SPORT,Mercedes-Benz,2017,2.6952190549681467,23000,False,False,False,1,17.9,2143.0,0.0,5.0
Hyundai Grand i10 Sportz,Hyundai,2017,2.5815548399062984,23456,True,False,True,1,18.9,1197.0,0.0,5.0
Toyota Innova Crysta 2.8 GX AT 8S BSIV,Toyota,2019,2.6721077078251256,43000,False,False,False,1,11.36,2755.0,0.0,8.0
Mahindra XUV500 W10 2WD,Mahindra,2015,2.6403744191548335,39000,False,False,True,1,16.0,2179.0,0.0,7.0
Honda WR-V i-VTEC S,Honda,2017,2.5996358133442783,15000,True,True,True,1,17.5,1199.0,0.0,5.0
Maruti Swift Dzire VDI,Maruti,2013,2.5787485010290228,40000,False,True,True,1,23.4,1248.0,0.0,5.0
Kia Seltos HTX Plus AT D,Kia,2020,2.6712039348441956,5000,False,False,False,1,17.8,1493.0,0.0,5.0
Maruti Ciaz RS ZDi Plus SHVS,Maruti,2017,2.613526365061729,70000,False,False,True,1,28.09,1248.0,0.0,5.0
Skoda Rapid 1.5 TDI AT Style Plus,Skoda,2016,2.5941143287542214,99000,False,False,False,1,21.66,1498.0,0.0,5.0
Maruti Swift ZXI 2018,Maruti,2018,2.6047489330351623,15000,True,False,True,1,22.0,1197.0,0.0,5.0
BMW 6 Series GT 630d Luxury Line,BMW,2018,2.7477368330825795,28156,False,False,False,1,17.09,2993.0,0.0,4.0
Honda Jazz 1.2 SV i VTEC,Honda,2015,2.5893578198276077,30000,True,False,True,1,18.7,1199.0,0.0,5.0
Chevrolet Beat LT,Chevrolet,2010,2.478082633484265,70000,True,True,True,1,18.6,1199.0,0.0,5.0
Maruti Swift Dzire VXI,Maruti,2014,2.570401397507102,40000,True,True,True,1,19.1,1197.0,0.0,5.0
Mahindra Scorpio SLX 4WD,Mahindra,2008,2.552150983859205,136500,False,True,True,4,12.7,2609.0,0.0,8.0
Mahindra KUV 100 mFALCON D75 K6 Plus,Mahindra,2016,2.561855688375752,70000,False,True,True,2,25.32,1198.0,0.0,6.0
Honda City i DTEC VX,Honda,2015,2.6095083856715187,90000,False,True,True,2,25.1,1498.0,0.0,5.0
Maruti 800 DX,Maruti,1996,2.3605364727014044,32000,True,True,True,2,16.1,796.0,0.0,4.0
Maruti Wagon R AMT VXI Option,Maruti,2018,2.575825690814015,8000,True,True,False,2,20.51,998.0,0.0,5.0
Toyota Etios Liva VD,Toyota,2015,2.554602161077818,170000,False,True,True,1,23.59,1364.0,0.0,5.0
Maruti Alto 800 VXI,Maruti,2014,2.515059191033133,25000,True,True,True,1,22.74,796.0,0.0,5.0
Tata Sumo SE Plus BSII,Tata,2000,2.4390051244073776,120000,False,True,True,4,12.2,1948.0,0.0,10.0
Maruti Swift Vdi BSIII,Maruti,2010,2.544487660297609,110000,False,True,True,3,17.8,1248.0,0.0,5.0
Mahindra XUV500 W6 2WD,Mahindra,2016,2.625791914476011,100000,False,True,True,1,16.0,2179.0,0.0,7.0
Ford Ikon 1.4 TDCi DuraTorq,Ford,2009,2.483483061484839,115000,False,True,True,2,13.8,1399.0,0.0,5.0
Mahindra Scorpio SLX 4WD LE,Mahindra,2008,2.5500428541964473,120000,False,True,True,4,12.7,2609.0,0.0,8.0
Skoda Fabia 1.2L Diesel Elegance,Skoda,2011,2.534612089697972,265000,False,True,True,2,20.86,1199.0,0.0,5.0
Maruti Swift Vdi BSIII,Maruti,2008,2.5232004037997515,90000,False,True,True,2,17.8,1248.0,0.0,5.0
Honda Jazz V CVT,Honda,2018,2.6148149627872947,40000,True,True,False,1,18.2,1199.0,0.0,5.0
Hyundai Verna 1.6 Xi ABS,Hyundai,2008,2.4555360859122586,55000,True,True,True,2,13.9,1599.0,0.0,5.0
Maruti Alto LXi,Maruti,2007,2.443470357682056,90000,True,True,True,2,19.7,796.0,0.0,5.0
Volkswagen Vento 1.5 TDI Highline,Volkswagen,2014,2.5835884884092963,111000,False,True,True,1,20.34,1498.0,0.0,5.0
Mahindra Xylo E4 BS III,Mahindra,2013,2.5662564153311536,120000,False,True,True,2,11.68,2498.0,0.0,7.0
Maruti Baleno Zeta 1.2,Maruti,2017,2.5911797685507985,15000,True,True,True,1,21.4,1197.0,0.0,5.0
Maruti Alto 800 VXI,Maruti,2016,2.5291264557754007,30000,True,True,True,2,22.74,796.0,0.0,5.0
Maruti Alto K10 VXI,Maruti,2017,2.5421410555021846,50000,True,True,True,1,23.95,998.0,0.0,5.0
Hyundai Creta 1.6 CRDi Anniversary Edition,Hyundai,2015,2.6446044034310914,40000,False,True,True,1,19.67,1582.0,0.0,5.0
Tata Indica V2 GLX BSIII,Tata,2008,2.4053350334627517,50000,True,True,True,2,15.3,1396.0,0.0,5.0
Tata Tiago 1.2 Revotron XZ,Tata,2018,2.571202181814284,45000,True,True,True,2,23.84,1199.0,0.0,5.0
Tata Tiago 1.05 Revotorq XZ,Tata,2016,2.5571668309410573,35000,False,True,True,2,27.28,1047.0,0.0,5.0
Tata New Safari DICOR 2.2 GX 4x2,Tata,2009,2.5743179027663876,80000,False,True,True,1,13.93,2179.0,0.0,7.0
Mahindra Xylo E4 ABS BS IV,Mahindra,2012,2.539716459069636,120000,False,True,True,1,11.68,2498.0,0.0,7.0
Mahindra XUV500 W8 2WD,Mahindra,2014,2.6047489330351623,90000,False,True,True,2,15.1,2179.0,0.0,7.0
Mahindra Bolero Power Plus SLE,Mahindra,2017,2.590577723994124,100000,False,True,True,1,16.5,1493.0,0.0,7.0
Maruti Swift Dzire ZDi,Maruti,2011,2.534612089697972,120000,False,True,True,3,19.3,1248.0,0.0,5.0
Hyundai Creta 1.6 SX Option Executive,Hyundai,2018,2.650106622212605,15000,True,True,True,1,15.8,1591.0,0.0,5.0
Maruti Alto 800 LX,Maruti,2017,2.5296937608270387,15000,True,True,True,1,24.7,796.0,0.0,5.0
Maruti Swift Dzire AMT VXI,Maruti,2017,2.5996358133442783,15000,True,True,False,1,21.21,1197.0,0.0,5.0
Ford Figo Aspire 1.5 TDCi Titanium,Ford,2017,2.5996358133442783,70000,False,True,True,1,25.83,1498.0,0.0,5.0
Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,2015,2.5881162238935986,135000,False,True,True,1,22.77,1498.0,0.0,5.0
Skoda Rapid 1.6 TDI Ambition,Skoda,2012,2.5319203323418096,80000,False,True,True,2,20.5,1598.0,0.0,5.0
Chevrolet Cruze LTZ AT,Chevrolet,2011,2.5627577644187696,80000,False,True,False,2,18.1,1991.0,0.0,4.0
Hyundai i20 1.2 Magna Executive,Hyundai,2017,2.584912252440522,19000,True,True,True,1,18.6,1197.0,0.0,5.0
Hyundai Creta 1.6 VTVT E Plus,Hyundai,2017,2.616079577558795,42000,True,True,True,1,15.29,1591.0,0.0,5.0
Maruti Wagon R LXI BSIII,Maruti,2010,2.493264304579342,77000,True,True,True,1,18.9,998.0,0.0,5.0
Maruti Ritz VDi,Maruti,2012,2.5133183736803275,120000,False,True,True,1,23.2,1248.0,0.0,5.0
Toyota Glanza G CVT,Toyota,2019,2.6095083856715187,10000,True,True,False,1,19.56,1197.0,0.0,5.0
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,Chevrolet,2009,2.398086149235235,110000,True,True,True,3,16.5,995.0,0.0,5.0
Maruti SX4 Vxi BSIII,Maruti,2009,2.478082633484265,110000,True,True,True,1,15.0,1586.0,0.0,5.0
Tata Indigo Grand Dicor,Tata,2007,2.443470357682056,90000,False,True,True,3,23.57,1396.0,0.0,5.0
Hyundai Creta 1.6 Gamma SX Plus,Hyundai,2015,2.6181364375191847,90000,True,True,True,1,15.29,1591.0,0.0,5.0
Hyundai i20 1.4 Asta Option,Hyundai,2018,2.61395866453803,50000,False,True,True,1,22.54,1396.0,0.0,5.0
Chevrolet Beat Diesel LT,Chevrolet,2014,2.5097116808831177,50000,False,True,True,1,25.44,936.0,0.0,5.0
Maruti Alto 800 LXI,Maruti,2014,2.5200498461606777,40000,True,True,True,2,22.74,796.0,0.0,5.0
Tata Indica Vista Quadrajet LS,Tata,2012,2.462666921556555,120000,False,True,True,1,22.3,1248.0,0.0,5.0
Hyundai Creta 1.6 SX,Hyundai,2018,2.638902468679082,27000,True,True,True,1,15.8,1591.0,0.0,5.0
Tata Indigo CR4,Tata,2013,2.5200498461606777,100000,False,True,True,1,23.57,1396.0,0.0,5.0
Hyundai i20 Sportz 1.4 CRDi,Hyundai,2014,2.5645285001361646,70000,False,True,True,2,22.54,1396.0,0.0,5.0
Tata Tiago 1.2 Revotron XT,Tata,2017,2.5571668309410573,40000,True,True,True,1,23.84,1199.0,0.0,5.0
Maruti 800 Std,Maruti,2002,2.381375781933921,62000,True,True,True,1,16.1,796.0,0.0,4.0
Hyundai Verna VTVT 1.6 SX Option,Hyundai,2018,2.625791914476011,10000,True,True,True,1,17.0,1591.0,0.0,5.0
Honda City i DTEC VX,Honda,2014,2.5881162238935986,160000,False,True,True,1,25.1,1498.0,0.0,5.0
Hyundai i20 1.2 Asta,Hyundai,2010,2.5200498461606777,60000,True,True,True,1,17.0,1197.0,0.0,5.0
Mahindra Bolero SLE,Mahindra,2009,2.5372087016784293,110000,False,True,True,1,13.6,2523.0,0.0,7.0
Maruti Wagon R VXI,Maruti,2005,2.4591825218108685,60000,True,True,True,4,18.9,998.0,0.0,5.0
Mahindra Xylo E4 BS III,Mahindra,2014,2.5552021627661214,78000,False,True,True,1,11.68,2498.0,0.0,7.0
Hyundai Santro Sportz BSIV,Hyundai,2019,2.567609237081409,30000,True,True,True,1,20.3,1086.0,0.0,5.0
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2018,2.6220722727261374,20000,False,True,True,1,23.0,1498.0,0.0,5.0
Maruti Swift Dzire VXI 1.2 BS IV,Maruti,2017,2.5941143287542214,21000,True,True,True,1,22.0,1197.0,0.0,5.0
Maruti Swift Star VDI,Maruti,2013,2.5571668309410573,70000,False,True,True,1,22.9,1248.0,0.0,5.0
Hyundai Grand i10 AT Asta,Hyundai,2015,2.5571668309410573,70000,True,True,False,2,18.9,1197.0,0.0,5.0
Maruti Alto LX,Maruti,2006,2.443470357682056,42500,True,True,True,1,19.7,796.0,0.0,5.0
Hyundai i10 Asta,Hyundai,2012,2.5467609805721936,25000,True,True,True,1,20.36,1197.0,0.0,5.0
Tata Aria Prestige 4x2,Tata,2013,2.5662564153311536,80000,False,True,True,2,13.7,2197.0,0.0,7.0
Mahindra Scorpio 2.6 DX,Mahindra,2006,2.5467609805721936,90000,False,True,True,1,12.7,2609.0,0.0,8.0
Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,2010,2.5200498461606777,80000,False,True,True,4,22.07,1199.0,0.0,5.0
Mahindra Bolero 2011-2019 ZLX,Mahindra,2013,2.5662564153311536,146000,False,True,True,2,15.96,2523.0,0.0,7.0
Maruti 800 AC BSIII,Maruti,2013,2.481902231400466,47200,True,True,True,3,16.1,796.0,0.0,4.0
Mahindra XUV500 W11 Option BSIV,Mahindra,2018,2.6547180342627636,60000,False,True,True,1,15.1,2179.0,0.0,7.0
Mahindra XUV500 W11 Option BSIV,Mahindra,2018,2.6547180342627636,60000,False,True,True,1,15.1,2179.0,0.0,7.0
Tata Indica GLS BS IV,Tata,2007,2.4181651164683835,100000,True,True,True,2,15.3,1193.0,0.0,5.0
Chevrolet Tavera B1-10 seats BSII,Chevrolet,2010,2.5291264557754007,100000,False,True,True,2,14.8,2499.0,0.0,10.0
Hyundai i20 Magna 1.2,Hyundai,2015,2.5881162238935986,35000,True,True,True,1,18.6,1197.0,0.0,5.0
Tata Sumo CX,Tata,2012,2.5203706546067535,120000,False,True,True,4,15.3,2956.0,0.0,7.0
Toyota Corolla Altis 1.8 Sport,Toyota,2010,2.5467609805721936,80000,True,True,True,2,12.5,1794.0,0.0,5.0
Renault KWID 1.0 RXT Optional,Renault,2016,2.534612089697972,34000,True,True,True,1,23.01,999.0,0.0,5.0
Renault Duster 85PS Diesel RxS,Renault,2017,2.611323300869931,50000,False,True,True,1,19.87,1461.0,0.0,5.0
Tata Indigo TDI,Tata,2010,2.559079084122864,100000,False,True,True,2,19.61,1405.0,0.0,5.0
Hyundai Verna 1.6 Xi ABS,Hyundai,2008,2.527688832016328,52000,True,True,True,2,13.9,1599.0,0.0,5.0
Maruti Ertiga VDI,Maruti,2013,2.573859185647042,110000,False,True,True,1,20.77,1248.0,0.0,7.0
Hyundai i20 Asta 1.2,Hyundai,2015,2.5743179027663876,70000,True,True,True,1,18.6,1197.0,0.0,5.0
